,iteration,avg_pval,std_pval,se_pval,r2 (obs vs exp),pi_opt,z_opt
0,1,0.0010000000000000002,2.168404344971009e-19,2.1793283654682456e-20,-19.961113666641246,0.007442587119441293,7168.442637185763
1,500,0.2374686828820086,0.02500401824257574,0.0025129983867219806,0.8558173833137948,0.0006081616140783065,26991.134910560755
2,1000,0.2374686828820086,0.02500401824257574,0.0025129983867219806,0.8558173833137948,0.0006081616140783065,26991.134910560755
3,1500,0.2374686828820086,0.02500401824257574,0.0025129983867219806,0.8558173833137948,0.0006081616140783065,26991.134910560755
4,2000,0.2374686828820086,0.02500401824257574,0.0025129983867219806,0.8558173833137948,0.0006081616140783065,26991.134910560755
5,2500,0.2374686828820086,0.02500401824257574,0.0025129983867219806,0.8558173833137948,0.0006081616140783065,26991.134910560755
6,3000,0.25,0.0,0.0,0.8557361565658095,0.0006201432388873918,26987.893188205595
7,3500,0.25,0.0,0.0,0.855801039865522,0.0006174585225906142,26985.623978507985
8,4000,0.25,0.0,0.0,0.855801039865522,0.0006174585225906142,26985.623978507985
9,4500,0.25,0.0,0.0,0.855801039865522,0.0006174585225906142,26985.623978507985
10,5000,0.25,0.0,0.0,0.855801039865522,0.0006174585225906142,26985.623978507985
